tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2000-440,'s-Hertogenbosch,Grass,32,A,20000619,8,102223,6,,Karim Alami,R,185,MAR,27.07186858,30,956,102911,,,Andrei Stoliarov,R,178,RUS,23.44147844,124,316,6-1 7-6(5),3,R32,65,12,5,66,45,35,8,10,0,2,1,6,63,41,24,8,9,2,6
2000-440,'s-Hertogenbosch,Grass,32,A,20000619,9,102021,5,,Michael Chang,R,175,USA,28.32306639,26,1066,103387,,,Paradorn Srichaphan,R,185,THA,21.01574264,89,453,6-3 6-2,3,R32,77,3,5,62,33,26,14,9,3,4,4,7,51,20,14,12,8,4,8
2000-440,'s-Hertogenbosch,Grass,32,A,20000619,10,102259,,,Jerome Golmard,L,188,FRA,26.7761807,70,578,102455,,,Lorenzo Manta,R,190,SUI,25.75770021,105,376,6-2 4-6 6-4,3,R32,84,14,2,67,42,38,15,14,0,1,15,9,77,32,27,26,14,7,10
2000-440,'s-Hertogenbosch,Grass,32,A,20000619,11,101373,,Q,Karsten Braasch,L,180,GER,32.93360712,426,57,102369,,,Julien Boutter,R,190,FRA,26.20670773,102,384,6-3 6-0,3,R32,58,0,3,42,23,19,11,7,0,0,6,9,59,26,19,9,8,7,12
2000-440,'s-Hertogenbosch,Grass,32,A,20000619,12,102318,4,,Andrei Pavel,R,183,ROU,26.39288159,34,915,102836,,Q,Rogier Wassen,R,190,NED,23.86036961,263,122,6-2 7-5,3,R32,63,3,4,56,36,25,11,10,3,5,6,4,63,38,22,10,10,2,7
2000-440,'s-Hertogenbosch,Grass,32,A,20000619,13,101532,8,,Francisco Clavet,L,183,ESP,31.65229295,44,795,103344,,,Ivan Ljubicic,R,193,CRO,21.25393566,79,513,6-2 6-2,3,R32,64,0,4,46,27,21,12,8,1,1,7,8,56,27,21,8,8,4,8
2000-440,'s-Hertogenbosch,Grass,32,A,20000619,14,103193,,WC,Peter Wessels,R,196,NED,22.11909651,131,290,102133,,,Laurence Tieleman,R,180,ITA,27.59479808,95,410,7-5 6-4,3,R32,60,14,0,57,43,35,10,11,0,0,13,8,66,33,28,16,11,1,3
2000-440,'s-Hertogenbosch,Grass,32,A,20000619,15,104022,,WC,Mikhail Youzhny,R,183,RUS,17.98494182,158,236,102110,,,Daniel Nestor,L,190,CAN,27.78918549,154,238,7-5 6-7(5) 6-3,3,R32,128,9,2,107,60,47,29,17,3,3,5,11,119,73,48,26,16,6,8
2000-440,'s-Hertogenbosch,Grass,32,A,20000619,16,102765,2,,Nicolas Escude,R,185,FRA,24.21081451,18,1208,102770,,,John Van Lottum,R,185,NED,24.19164956,117,339,6-1 6-2,3,R32,65,8,1,50,31,22,14,8,2,2,1,5,51,20,15,11,7,5,9
2000-440,'s-Hertogenbosch,Grass,32,A,20000619,17,101320,,,Magnus Gustafsson,R,185,SWE,33.45927447,77,536,101733,,,Jan Siemerink,L,183,NED,30.18206708,125,314,1-6 7-5 7-5,3,R16,130,4,8,109,66,44,26,15,11,13,4,8,108,67,49,23,16,8,10
2000-440,'s-Hertogenbosch,Grass,32,A,20000619,18,102093,,,Martin Damm,R,188,CZE,27.88227242,98,402,101990,7,,Richard Krajicek,R,196,NED,28.53661875,25,1070,3-6 7-6(2) 6-4,3,R16,116,5,3,116,83,57,20,15,12,14,20,5,95,57,45,21,16,6,8
2000-440,'s-Hertogenbosch,Grass,32,A,20000619,19,102158,3,,Patrick Rafter,R,185,AUS,27.47433265,27,990,102854,,,Sjeng Schalken,R,193,NED,23.77823409,52,713,6-3 6-2,3,R16,64,5,0,46,34,31,8,9,0,0,4,9,61,25,16,17,8,6,9
2000-440,'s-Hertogenbosch,Grass,32,A,20000619,20,102223,6,,Karim Alami,R,185,MAR,27.07186858,30,956,103082,,,Markus Hantschk,R,188,GER,22.58179329,92,439,7-6(2) 6-3,3,R16,78,10,2,67,45,37,11,10,0,1,3,3,69,46,30,10,11,3,6
2000-440,'s-Hertogenbosch,Grass,32,A,20000619,21,102021,5,,Michael Chang,R,175,USA,28.32306639,26,1066,102259,,,Jerome Golmard,L,188,FRA,26.7761807,70,578,1-6 6-4 6-3,3,R16,109,8,3,92,45,32,23,13,12,15,5,8,70,34,25,18,13,0,3
2000-440,'s-Hertogenbosch,Grass,32,A,20000619,22,101373,,Q,Karsten Braasch,L,180,GER,32.93360712,426,57,102318,4,,Andrei Pavel,R,183,ROU,26.39288159,34,915,7-5 4-6 7-6(6),3,R16,124,5,10,123,63,45,27,17,12,16,10,2,106,70,49,19,17,4,8
2000-440,'s-Hertogenbosch,Grass,32,A,20000619,23,101532,8,,Francisco Clavet,L,183,ESP,31.65229295,44,795,103193,,WC,Peter Wessels,R,196,NED,22.11909651,131,290,6-4 6-4,3,R16,63,2,1,60,36,28,14,10,5,6,4,3,55,34,26,8,10,1,4
2000-440,'s-Hertogenbosch,Grass,32,A,20000619,24,102765,2,,Nicolas Escude,R,185,FRA,24.21081451,18,1208,104022,,WC,Mikhail Youzhny,R,183,RUS,17.98494182,158,236,7-5 6-2,3,R16,75,1,5,57,31,22,17,10,0,1,2,5,71,41,25,13,10,5,9
2000-440,'s-Hertogenbosch,Grass,32,A,20000619,25,102093,,,Martin Damm,R,188,CZE,27.88227242,98,402,101320,,,Magnus Gustafsson,R,185,SWE,33.45927447,77,536,6-3 3-6 7-5,3,QF,110,4,6,88,51,38,19,15,6,9,3,3,96,62,42,15,15,9,13
2000-440,'s-Hertogenbosch,Grass,32,A,20000619,26,102158,3,,Patrick Rafter,R,185,AUS,27.47433265,27,990,102223,6,,Karim Alami,R,185,MAR,27.07186858,30,956,6-3 3-6 6-3,3,QF,101,4,2,80,49,40,18,14,3,4,3,6,80,42,32,20,13,3,5
2000-440,'s-Hertogenbosch,Grass,32,A,20000619,27,102021,5,,Michael Chang,R,175,USA,28.32306639,26,1066,101373,,Q,Karsten Braasch,L,180,GER,32.93360712,426,57,7-6(3) 7-6(2),3,QF,147,0,1,85,48,36,23,12,10,11,9,6,103,54,39,22,12,8,9
2000-440,'s-Hertogenbosch,Grass,32,A,20000619,28,102765,2,,Nicolas Escude,R,185,FRA,24.21081451,18,1208,101532,8,,Francisco Clavet,L,183,ESP,31.65229295,44,795,7-5 6-4,3,QF,98,3,7,81,46,37,14,11,5,7,0,2,67,34,23,14,11,4,8
2000-440,'s-Hertogenbosch,Grass,32,A,20000619,29,102158,3,,Patrick Rafter,R,185,AUS,27.47433265,27,990,102093,,,Martin Damm,R,188,CZE,27.88227242,98,402,6-2 6-1,3,SF,56,4,2,48,26,20,11,8,3,4,1,2,45,27,13,7,7,9,14
2000-440,'s-Hertogenbosch,Grass,32,A,20000619,30,102765,2,,Nicolas Escude,R,185,FRA,24.21081451,18,1208,102021,5,,Michael Chang,R,175,USA,28.32306639,26,1066,7-6(4) 6-2,3,SF,121,8,5,70,40,31,15,10,2,3,0,4,75,34,21,20,10,2,5
2000-440,'s-Hertogenbosch,Grass,32,A,20000619,31,102158,3,,Patrick Rafter,R,185,AUS,27.47433265,27,990,102765,2,,Nicolas Escude,R,185,FRA,24.21081451,18,1208,6-1 6-3,3,F,58,4,1,46,28,24,10,8,1,1,4,0,43,31,22,3,8,2,6
2000-339,Adelaide,Hard,32,A,20000103,1,102358,1,,Thomas Enqvist,R,190,SWE,25.79055441,,,103096,,,Arnaud Clement,R,173,FRA,22.02600958,,,6-3 6-4,3,R32,76,6,0,66,29,23,23,10,2,2,1,3,59,37,25,13,9,2,4
2000-339,Adelaide,Hard,32,A,20000103,2,103819,,,Roger Federer,R,185,SUI,18.38466804,,,102533,,,Jens Knippschild,R,190,GER,24.862423,,,6-1 6-4,3,R32,45,6,3,46,28,24,12,9,0,0,3,5,42,15,13,12,8,0,3
2000-339,Adelaide,Hard,32,A,20000103,3,102998,,,Jan Michael Gambill,R,190,USA,22.56536619,,,101885,,,Wayne Arthurs,L,190,AUS,28.77754962,,,3-6 7-6(5) 6-4,3,R32,115,8,3,81,40,35,28,15,0,1,26,2,103,59,49,22,16,4,5
2000-339,Adelaide,Hard,32,A,20000103,4,103206,7,,Sebastien Grosjean,R,175,FRA,21.5797399,,,102776,,,Andrew Ilie,R,180,AUS,23.69062286,,,6-2 6-1,3,R32,65,4,2,66,35,28,14,7,4,4,0,3,49,22,12,8,8,1,6
2000-339,Adelaide,Hard,32,A,20000103,5,102796,3,,Magnus Norman,R,188,SWE,23.57563313,,,102401,,WC,Scott Draper,L,178,AUS,25.56057495,,,6-4 6-4,3,R32,68,6,2,52,32,26,12,10,0,1,4,2,73,40,25,16,10,7,10
2000-339,Adelaide,Hard,32,A,20000103,6,101735,,,Richard Fromberg,R,196,AUS,29.66461328,,,101889,,WC,Todd Woodbridge,R,178,AUS,28.73648186,,,7-6(5) 5-7 6-4,3,R32,144,6,4,111,70,43,26,17,7,12,1,7,116,67,43,24,17,8,13
2000-339,Adelaide,Hard,32,A,20000103,7,102872,,,James Sekulov,R,180,AUS,23.20328542,,,101150,,,Gianluca Pozzi,L,180,ITA,34.52703628,,,6-4 2-6 6-2,3,R32,89,2,3,74,50,32,14,13,3,6,8,5,64,26,22,17,13,2,6
2000-339,Adelaide,Hard,32,A,20000103,8,103252,,,Alberto Martin,R,175,ESP,21.35249829,,,102434,5,,Vincent Spadea,R,183,USA,25.44010951,,,6-2 6-2,3,R32,53,0,2,42,24,20,10,8,0,1,0,1,44,24,14,5,8,2,7
2000-339,Adelaide,Hard,32,A,20000103,9,103720,6,,Lleyton Hewitt,R,180,AUS,18.83641342,,,101185,,,Mark Woodforde,L,188,AUS,34.2587269,,,6-3 2-6 6-1,3,R32,108,0,4,71,39,27,18,12,5,8,2,2,82,48,31,13,12,11,16
2000-339,Adelaide,Hard,32,A,20000103,10,103162,,WC,Dejan Petrovic,R,,SRB,21.73305955,,,101902,,,Stephane Huet,L,180,FRA,28.67351129,,,3-6 6-3 6-3,3,R32,98,4,1,88,38,27,25,14,5,9,2,6,73,26,17,25,13,5,10
2000-339,Adelaide,Hard,32,A,20000103,11,102652,,Q,Christian Vinck,L,183,GER,24.31485284,,,102834,,,Paul Goldstein,R,178,USA,23.39493498,,,3-6 6-3 6-4,3,R32,115,7,2,96,55,35,22,14,8,11,2,6,85,54,39,12,14,5,9
2000-339,Adelaide,Hard,32,A,20000103,12,101727,,,Jason Stoltenberg,R,185,AUS,29.7303217,,,103103,4,,Dominik Hrbaty,R,183,SVK,21.97672827,,,6-3 6-1,3,R32,59,4,1,47,31,25,10,8,3,3,4,5,67,43,24,9,8,3,7
2000-339,Adelaide,Hard,32,A,20000103,13,102765,8,,Nicolas Escude,R,185,FRA,23.73169062,,,103385,,Q,Paul Baccanello,R,183,AUS,20.54209446,,,6-7(5) 7-5 6-3,3,R32,129,4,2,102,65,49,20,17,1,3,9,13,108,53,37,27,16,3,7
2000-339,Adelaide,Hard,32,A,20000103,14,101792,,,Slava Dosedel,R,183,CZE,29.36892539,,,103344,,,Ivan Ljubicic,R,193,CRO,20.77481177,,,6-4 6-2,3,R32,62,1,1,53,37,26,11,9,1,2,2,1,57,35,23,8,9,3,7
2000-339,Adelaide,Hard,32,A,20000103,15,103444,,,Jean Rene Lisnard,R,173,MON,20.25462012,,,101833,,Q,Michael Tebbutt,L,190,AUS,29.01300479,,,7-6(4) 6-7(4) 6-4,3,R32,134,5,1,106,72,57,17,17,6,8,8,12,122,67,57,22,17,3,6
2000-339,Adelaide,Hard,32,A,20000103,16,102450,2,,Tim Henman,R,185,GBR,25.30595483,,,102607,,Q,Juan Balcells,R,190,ESP,24.52019165,,,6-4 7-6(4),3,R32,101,5,5,83,49,38,17,11,10,11,2,5,80,55,40,12,11,8,10
2000-339,Adelaide,Hard,32,A,20000103,17,102358,1,,Thomas Enqvist,R,190,SWE,25.79055441,,,103819,,,Roger Federer,R,185,SUI,18.38466804,,,7-6(5) 6-4,3,R16,84,3,2,71,37,30,23,11,3,3,7,2,83,42,31,22,11,1,2
2000-339,Adelaide,Hard,32,A,20000103,18,103206,7,,Sebastien Grosjean,R,175,FRA,21.5797399,,,102998,,,Jan Michael Gambill,R,190,USA,22.56536619,,,3-6 7-6(4) 6-2,3,R16,115,12,4,100,49,39,29,14,2,3,8,4,84,45,35,25,15,2,4
2000-339,Adelaide,Hard,32,A,20000103,19,102796,3,,Magnus Norman,R,188,SWE,23.57563313,,,101735,,,Richard Fromberg,R,196,AUS,29.66461328,,,7-5 6-4,3,R16,86,3,6,78,47,34,18,11,5,6,11,2,56,40,28,9,11,1,4
2000-339,Adelaide,Hard,32,A,20000103,20,103252,,,Alberto Martin,R,175,ESP,21.35249829,,,102872,,,James Sekulov,R,180,AUS,23.20328542,,,7-6(2) 7-6(5),3,R16,103,1,4,86,62,43,11,12,2,5,2,5,78,46,34,13,12,2,5
2000-339,Adelaide,Hard,32,A,20000103,21,103720,6,,Lleyton Hewitt,R,180,AUS,18.83641342,,,103162,,WC,Dejan Petrovic,R,,SRB,21.73305955,,,6-0 6-2,3,R16,66,2,0,55,26,18,18,7,5,5,1,5,41,26,13,4,7,1,6
2000-339,Adelaide,Hard,32,A,20000103,22,101727,,,Jason Stoltenberg,R,185,AUS,29.7303217,,,102652,,Q,Christian Vinck,L,183,GER,24.31485284,,,3-6 6-4 6-4,3,R16,109,7,5,94,53,35,24,15,6,10,2,5,81,44,25,23,14,2,6
2000-339,Adelaide,Hard,32,A,20000103,23,102765,8,,Nicolas Escude,R,185,FRA,23.73169062,,,101792,,,Slava Dosedel,R,183,CZE,29.36892539,,,7-6(5) 6-4,3,R16,101,6,2,81,41,31,20,11,7,9,1,2,74,49,33,12,11,6,9
2000-339,Adelaide,Hard,32,A,20000103,24,102450,2,,Tim Henman,R,185,GBR,25.30595483,,,103444,,,Jean Rene Lisnard,R,173,MON,20.25462012,,,3-6 6-4 6-2,3,R16,114,5,5,83,43,36,21,13,7,8,1,4,99,50,29,30,14,10,13
2000-339,Adelaide,Hard,32,A,20000103,25,102358,1,,Thomas Enqvist,R,190,SWE,25.79055441,,,103206,7,,Sebastien Grosjean,R,175,FRA,21.5797399,,,7-6(1) 7-5,3,QF,96,5,3,68,35,29,18,12,0,2,8,2,89,38,24,27,12,6,9
2000-339,Adelaide,Hard,32,A,20000103,26,102796,3,,Magnus Norman,R,188,SWE,23.57563313,,,103252,,,Alberto Martin,R,175,ESP,21.35249829,,,6-4 6-3,3,QF,85,2,5,59,29,24,14,10,2,4,2,4,68,40,19,14,9,9,13
2000-339,Adelaide,Hard,32,A,20000103,27,103720,6,,Lleyton Hewitt,R,180,AUS,18.83641342,,,101727,,,Jason Stoltenberg,R,185,AUS,29.7303217,,,6-2 6-2,3,QF,70,1,0,51,24,18,15,8,1,2,8,4,53,31,19,6,8,3,8
2000-339,Adelaide,Hard,32,A,20000103,28,102765,8,,Nicolas Escude,R,185,FRA,23.73169062,,,102450,2,,Tim Henman,R,185,GBR,25.30595483,,,6-3 6-1,3,QF,75,2,1,50,31,26,9,8,2,2,2,6,66,37,21,12,8,8,12
2000-339,Adelaide,Hard,32,A,20000103,29,102358,1,,Thomas Enqvist,R,190,SWE,25.79055441,,,102796,3,,Magnus Norman,R,188,SWE,23.57563313,,,3-6 6-2 6-2,3,SF,91,8,5,81,35,28,24,13,4,6,7,3,71,41,28,14,12,2,6
2000-339,Adelaide,Hard,32,A,20000103,30,103720,6,,Lleyton Hewitt,R,180,AUS,18.83641342,,,102765,8,,Nicolas Escude,R,185,FRA,23.73169062,,,3-6 6-1 6-4,3,SF,115,4,1,82,40,26,27,13,3,5,10,4,81,36,27,19,13,0,4
2000-339,Adelaide,Hard,32,A,20000103,31,103720,6,,Lleyton Hewitt,R,180,AUS,18.83641342,,,102358,1,,Thomas Enqvist,R,190,SWE,25.79055441,,,3-6 6-3 6-2,3,F,96,7,4,72,30,26,26,13,3,4,8,1,79,44,35,16,13,3,6
2000-433,Scottsdale,Hard,32,A,20000306,1,101736,1,,Andre Agassi,R,180,USA,29.85352498,1,4964,102154,,Q,Marcos Ondruska,R,183,RSA,27.21423682,162,228,6-2 6-1,3,R32,65,3,1,44,28,21,11,7,0,0,3,3,65,40,22,9,8,7,12
2000-433,Scottsdale,Hard,32,A,20000306,2,101532,,,Francisco Clavet,L,183,ESP,31.36481862,43,836,101897,,,Fernando Meligeni,L,180,BRA,28.90075291,28,1036,6-0 6-3,3,R32,56,1,1,47,31,23,9,8,2,3,0,1,40,17,8,6,7,2,7
2000-433,Scottsdale,Hard,32,A,20000306,3,102845,,,Carlos Moya,R,190,ESP,23.52361396,25,1065,103151,,,Mariano Zabaleta,R,183,ARG,22.01779603,27,1037,7-5 7-5,3,R32,105,4,5,82,40,29,24,12,8,9,4,9,84,38,30,20,12,6,9
2000-433,Scottsdale,Hard,32,A,20000306,4,103507,,,Juan Carlos Ferrero,R,183,ESP,20.06297057,30,1007,102158,8,,Patrick Rafter,R,185,AUS,27.18685832,15,1349,6-4 6-2,3,R32,73,0,1,50,31,23,12,9,0,1,5,3,57,38,24,6,9,6,10
2000-433,Scottsdale,Hard,32,A,20000306,5,102701,3,,Marcelo Rios,L,175,CHI,24.19438741,7,1849,102434,,,Vincent Spadea,R,183,USA,25.63175907,29,1033,6-4 6-4,3,R32,66,2,4,60,32,22,17,10,4,6,1,3,65,35,21,13,10,3,7
2000-433,Scottsdale,Hard,32,A,20000306,6,103252,,,Alberto Martin,R,175,ESP,21.54414784,60,677,103206,,,Sebastien Grosjean,R,175,FRA,21.77138946,20,1168,6-4 7-5,3,R32,90,1,4,66,40,17,17,11,3,8,0,2,73,45,22,13,11,5,12
2000-433,Scottsdale,Hard,32,A,20000306,7,102162,,WC,Chris Woodruff,R,188,USA,27.17316906,34,975,101792,,Q,Slava Dosedel,R,183,CZE,29.56057495,51,733,7-5 6-4,3,R32,86,2,3,62,34,27,17,11,1,2,1,2,69,50,34,8,11,6,9
2000-433,Scottsdale,Hard,32,A,20000306,8,103720,6,,Lleyton Hewitt,R,180,AUS,19.02806297,18,1280,101888,,,Daniel Vacek,R,190,CZE,28.93086927,44,809,6-1 6-7(3) 6-2,3,R32,113,7,3,82,41,33,22,13,6,8,0,12,91,42,25,20,14,5,12
2000-433,Scottsdale,Hard,32,A,20000306,9,102450,5,,Tim Henman,R,185,GBR,25.49760438,11,1547,102905,,,Stefan Koubek,L,175,AUT,23.17316906,21,1143,6-3 7-6(3),3,R32,94,10,5,71,32,22,21,10,1,3,4,6,68,38,21,14,11,2,6
2000-433,Scottsdale,Hard,32,A,20000306,10,101647,,Q,Byron Black,R,175,ZIM,30.41478439,64,644,102223,,,Karim Alami,R,185,MAR,26.78439425,26,1058,6-2 6-3,3,R32,60,0,2,52,31,25,13,9,0,0,4,4,54,29,20,9,8,7,10
2000-433,Scottsdale,Hard,32,A,20000306,11,101965,,Q,Wayne Ferreira,R,185,RSA,28.47364819,48,770,102854,,,Sjeng Schalken,R,193,NED,23.49075975,54,717,6-7(4) 6-4 6-4,3,R32,137,5,4,104,52,39,26,16,3,6,4,6,107,63,36,24,16,5,10
2000-433,Scottsdale,Hard,32,A,20000306,12,102839,4,,Nicolas Lapentti,R,188,ECU,23.56194387,8,1667,102776,,,Andrew Ilie,R,180,AUS,23.88227242,75,551,1-6 6-2 6-3,3,R32,101,4,3,77,36,26,22,12,5,7,6,3,82,46,29,19,12,5,8
2000-433,Scottsdale,Hard,32,A,20000306,13,102610,7,,Albert Costa,R,180,ESP,24.69815195,16,1341,102834,,,Paul Goldstein,R,178,USA,23.58658453,83,494,6-3 6-1,3,R32,65,2,0,41,30,23,9,8,0,0,1,1,56,32,10,16,8,4,8
2000-433,Scottsdale,Hard,32,A,20000306,14,102318,,,Andrei Pavel,R,183,ROU,26.10540726,65,637,102231,,,Alex Calatrava,R,190,ESP,26.72689938,121,327,6-3 6-4,3,R32,74,1,2,58,37,25,14,10,0,1,3,2,73,36,27,13,9,4,7
2000-433,Scottsdale,Hard,32,A,20000306,15,102374,,,Alex Corretja,R,180,ESP,25.9028063,32,1002,103484,,WC,James Blake,R,185,USA,20.1889117,236,147,6-3 6-1,3,R32,61,2,1,50,23,18,14,8,0,1,2,2,50,25,16,6,8,4,9
2000-433,Scottsdale,Hard,32,A,20000306,16,101948,2,,Pete Sampras,R,185,USA,28.56673511,2,2793,102257,,,Greg Rusedski,L,193,GBR,26.49691992,17,1305,6-3 6-4,3,R32,61,10,4,58,36,29,11,10,2,3,5,3,55,29,17,15,9,2,5
2000-433,Scottsdale,Hard,32,A,20000306,17,101532,,,Francisco Clavet,L,183,ESP,31.36481862,43,836,101736,1,,Andre Agassi,R,180,USA,29.85352498,1,4964,6-1 6-2,3,R16,49,4,1,39,23,20,12,8,0,0,2,2,46,24,10,12,7,3,7
2000-433,Scottsdale,Hard,32,A,20000306,18,103507,,,Juan Carlos Ferrero,R,183,ESP,20.06297057,30,1007,102845,,,Carlos Moya,R,190,ESP,23.52361396,25,1065,6-1 7-6(5),3,R16,90,1,3,73,50,33,12,10,3,4,4,3,63,26,21,15,9,3,6
2000-433,Scottsdale,Hard,32,A,20000306,19,102701,3,,Marcelo Rios,L,175,CHI,24.19438741,7,1849,103252,,,Alberto Martin,R,175,ESP,21.54414784,60,677,7-6(7) 7-6(3),3,R16,115,3,3,84,44,30,18,12,3,8,2,1,92,55,32,16,12,6,11
2000-433,Scottsdale,Hard,32,A,20000306,20,103720,6,,Lleyton Hewitt,R,180,AUS,19.02806297,18,1280,102162,,WC,Chris Woodruff,R,188,USA,27.17316906,34,975,3-6 6-2 6-3,3,R16,104,3,2,81,44,36,18,13,2,4,4,11,77,41,29,15,13,2,6
2000-433,Scottsdale,Hard,32,A,20000306,21,102450,5,,Tim Henman,R,185,GBR,25.49760438,11,1547,101647,,Q,Byron Black,R,175,ZIM,30.41478439,64,644,6-1 6-4,3,R16,63,7,3,52,25,20,16,9,2,3,1,2,44,28,17,5,8,0,4
2000-433,Scottsdale,Hard,32,A,20000306,22,102839,4,,Nicolas Lapentti,R,188,ECU,23.56194387,8,1667,101965,,Q,Wayne Ferreira,R,185,RSA,28.47364819,48,770,7-6(4) 2-6 7-5,3,R16,153,8,3,118,60,41,32,16,6,9,9,3,112,53,40,29,16,6,8
2000-433,Scottsdale,Hard,32,A,20000306,23,102610,7,,Albert Costa,R,180,ESP,24.69815195,16,1341,102318,,,Andrei Pavel,R,183,ROU,26.10540726,65,637,6-2 6-4,3,R16,71,2,0,49,37,28,10,9,1,1,1,0,70,43,27,11,9,6,9
2000-433,Scottsdale,Hard,32,A,20000306,24,102374,,,Alex Corretja,R,180,ESP,25.9028063,32,1002,101948,2,,Pete Sampras,R,185,USA,28.56673511,2,2793,W/O,3,R16,,,,,,,,,,,,,,,,,,,
2000-433,Scottsdale,Hard,32,A,20000306,25,103507,,,Juan Carlos Ferrero,R,183,ESP,20.06297057,30,1007,101532,,,Francisco Clavet,L,183,ESP,31.36481862,43,836,6-4 3-6 6-3,3,QF,120,4,4,86,54,38,14,14,4,8,2,0,80,49,31,17,14,5,10
2000-433,Scottsdale,Hard,32,A,20000306,26,103720,6,,Lleyton Hewitt,R,180,AUS,19.02806297,18,1280,102701,3,,Marcelo Rios,L,175,CHI,24.19438741,7,1849,7-6(5) 4-2 RET,3,QF,77,6,3,63,33,22,19,9,2,3,3,4,62,30,21,16,10,2,4
2000-433,Scottsdale,Hard,32,A,20000306,27,102450,5,,Tim Henman,R,185,GBR,25.49760438,11,1547,102839,4,,Nicolas Lapentti,R,188,ECU,23.56194387,8,1667,6-3 6-2,3,QF,69,6,0,59,27,23,19,9,4,4,1,4,46,26,16,11,8,2,5
2000-433,Scottsdale,Hard,32,A,20000306,28,102610,7,,Albert Costa,R,180,ESP,24.69815195,16,1341,102374,,,Alex Corretja,R,180,ESP,25.9028063,32,1002,6-2 4-6 7-6(6),3,QF,145,0,1,103,75,50,17,15,1,3,8,4,91,42,35,25,15,4,7
2000-433,Scottsdale,Hard,32,A,20000306,29,103720,6,,Lleyton Hewitt,R,180,AUS,19.02806297,18,1280,103507,,,Juan Carlos Ferrero,R,183,ESP,20.06297057,30,1007,6-4 6-2,3,SF,90,3,3,67,38,26,15,9,8,10,1,2,55,31,17,11,9,2,7
2000-433,Scottsdale,Hard,32,A,20000306,30,102450,5,,Tim Henman,R,185,GBR,25.49760438,11,1547,102610,7,,Albert Costa,R,180,ESP,24.69815195,16,1341,6-3 6-3,3,SF,69,4,2,45,19,18,18,9,0,0,2,0,61,36,21,15,9,5,8
2000-433,Scottsdale,Hard,32,A,20000306,31,103720,6,,Lleyton Hewitt,R,180,AUS,19.02806297,18,1280,102450,5,,Tim Henman,R,185,GBR,25.49760438,11,1547,6-4 7-6(2),3,F,105,1,5,80,40,27,22,11,7,9,10,2,70,29,21,20,11,7,10
2000-438,Moscow,Carpet,32,A,20001023,1,103498,1,,Marat Safin,R,193,RUS,20.73921971,2,3537,102783,,,Rainer Schuettler,R,180,GER,24.49555099,55,699,6-4 6-4,3,R32,73,7,1,61,31,23,17,10,2,3,2,3,60,29,20,17,10,4,7
2000-438,Moscow,Carpet,32,A,20001023,2,101150,,,Gianluca Pozzi,L,180,ITA,35.35112936,47,815,102905,,,Stefan Koubek,L,175,AUT,23.80561259,48,783,3-6 6-1 6-2,3,R32,97,4,6,72,29,19,25,12,3,6,4,3,84,51,29,14,12,6,12
2000-438,Moscow,Carpet,32,A,20001023,3,102776,,,Andrew Ilie,R,180,AUS,24.51471595,52,740,103451,,LL,Bjorn Phau,R,175,GER,21.05407255,216,163,6-1 6-2,3,R32,57,9,0,59,40,29,9,8,4,4,1,1,44,25,14,7,7,4,8
2000-438,Moscow,Carpet,32,A,20001023,4,103166,,,Vladimir Voltchkov,R,180,BLR,22.54620123,62,640,102950,7,,Fernando Vicente,R,180,ESP,23.62765229,44,836,7-5 4-6 6-3,3,R32,117,12,7,90,65,48,14,16,5,7,3,5,116,64,43,26,15,14,17
2000-438,Moscow,Carpet,32,A,20001023,5,102184,,,David Prinosil,R,185,GER,27.62491444,56,685,102110,,LL,Daniel Nestor,L,190,CAN,28.13415469,222,157,6-7(5) 6-3 6-3,3,R32,116,15,8,109,56,44,31,15,6,7,7,7,89,56,43,14,15,0,4
2000-438,Moscow,Carpet,32,A,20001023,6,103248,,,Harel Levy,R,185,ISR,22.21765914,61,649,102104,,,Christian Ruud,R,188,NOR,28.16427105,157,244,6-4 6-1,3,R32,64,4,2,57,33,24,11,8,7,9,0,4,51,21,10,13,9,4,10
2000-438,Moscow,Carpet,32,A,20001023,7,102035,,,Jonas Bjorkman,R,183,SWE,28.58590007,54,717,102538,,LL,Tuomas Ketola,R,185,FIN,25.67008898,145,263,6-2 7-5,3,R32,77,3,3,65,40,29,15,10,4,5,6,3,69,32,19,19,10,8,12
2000-438,Moscow,Carpet,32,A,20001023,8,103018,6,,Max Mirnyi,R,196,BLR,23.2991102,38,930,103709,,Q,Kristian Pless,R,188,DEN,19.70157426,219,161,7-6(8) 6-1,3,R32,63,13,3,64,39,35,14,10,1,2,5,2,57,34,27,9,9,2,5
